date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:36:53	1065735/1065735	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jul%202018%2012:35:28%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/267404787598b2945175b32.56893091.jpeg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/267404787598b2945175b32.56893091.jpg	(from https://www.projetgalilee.tg/)
15:36:53	45430/45430	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jul%202018%2012:35:28%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/1378227362598b2b1d4e9f24.02122423.jpeg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/1378227362598b2b1d4e9f24.02122423.jpg	(from https://www.projetgalilee.tg/)
15:36:53	46052/46052	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jul%202018%2012:35:28%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/949259263598b2bdf074ef9.19472847.jpeg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/949259263598b2bdf074ef9.19472847.jpg	(from https://www.projetgalilee.tg/)
15:36:53	47135/47135	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Feb%202020%2011:27:44%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/7558506605e43e1302dfa34.91751297.jpeg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/7558506605e43e1302dfa34.91751297.jpg	(from https://www.projetgalilee.tg/)
15:36:54	22365/22365	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jul%202018%2012:35:30%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/17370273475ab4dea85a8a93.24204722.jpeg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/17370273475ab4dea85a8a93.24204722.jpg	(from https://www.projetgalilee.tg/)
15:36:54	7729/7729	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jul%202018%2012:35:30%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/moderm_togocel.jpeg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/moderm_togocel.jpg	(from https://www.projetgalilee.tg/)
15:36:54	21153/21153	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jul%202018%2012:35:30%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/8076350305ab4df5be608d9.73196575.jpeg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/8076350305ab4df5be608d9.73196575.jpg	(from https://www.projetgalilee.tg/)
15:36:55	767101/767101	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jul%202018%2012:35:28%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/694735077598b2c7d124ca9.09647585.jpeg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/694735077598b2c7d124ca9.09647585.jpg	(from https://www.projetgalilee.tg/)
15:36:55	55169/55169	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Sep%202018%2015:36:30%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/10996008045b9bd57e9c00e3.20908932.jpeg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/10996008045b9bd57e9c00e3.20908932.jpg	(from https://www.projetgalilee.tg/)
15:36:55	30598/30598	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Sep%202018%2015:38:03%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/14932780275b9bd5db431868.18163515.jpeg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/14932780275b9bd5db431868.18163515.jpg	(from https://www.projetgalilee.tg/)
